match_id,season,match_round,match_date,home_club_id,away_club_id,home_tier,away_tier,venue,total_capacity,is_derby,home_position,away_position,home_points,away_points,match_stakes_score,match_stakes_label,title_score,top4_score,relegation_score,euro_score,games_remaining,urgency,tv_slot,tv_slot_encoded,weather_severity_score,festive_fixture,european_midweek_fatigue,home_form_score,away_form_score,manager_new_bonus,star_power_index,away_distance_km,attribute_wtp_score,overall_fill_rate,excess_demand_ratio,total_tickets_sold,st_tickets_sold,booking_curve_archetype,velocity_T14,velocity_T7,result,home_goals,away_goals
WHU_LIV_2022-23,2022-23,15,2022-11-12,WHU,LIV,established_mid,big_six,London Stadium,62500,False,17,6,9,26,0.33312106627175125,European Spot,0.32812674743709225,0.33312106627175125,0.282428730099963,0.24229729729729735,24,0.4405405405405406,Saturday 15:00,1,2,False,False,0.30001995047874497,0.541229427165755,False,6,120,0.7444333454080991,0.914,0.914,60494,36250,Early Surge,0.839,0.937,A,1,0
BHA_MCI_2022-23,2022-23,15,2022-11-12,BHA,MCI,established_mid,big_six,Amex Stadium,31800,False,7,3,22,34,0.39192917054986026,European Spot,0.39192917054986026,0.3524324324324325,0.0,0.24229729729729735,24,0.4405405405405406,Saturday 12:30,4,2,False,False,0.6002858485717549,0.8915850628206048,False,6,140,0.4099510586278651,1.0,1.1,31480,20670,Early Surge,0.839,0.937,H,2,2
WOL_SOU_2022-23,2022-23,15,2022-11-12,WOL,SOU,established_mid,smaller_club,Molineux,32050,False,10,13,20,15,0.32812674743709225,European Spot,0.32812674743709225,0.0,0.0,0.23565901517956317,24,0.4405405405405406,Friday 20:00,2,2,False,False,0.4656403301793949,0.5936766911433949,False,1,394,0.6602866252168673,0.69,0.69,28449,19230,Consistent Gradual,0.525,0.69,A,0,1
FUL_IPS_2022-23,2022-23,15,2022-11-12,FUL,IPS,established_mid,smaller_club,Craven Cottage,29600,False,9,18,21,8,0.3098974836905872,European Spot,0.3098974836905872,0.0,0.28635135135135137,0.23897815623843024,24,0.4405405405405406,Sunday 16:30,3,1,False,False,0.15038874952125494,0.37312624059324495,False,1,97,0.5940106321048642,0.72,0.72,25934,16280,Consistent Gradual,0.525,0.69,A,1,3
CPL_BOU_2022-23,2022-23,15,2022-11-12,CPL,BOU,established_mid,smaller_club,Selhurst Park,25486,False,15,19,13,6,0.35638210624417527,European Spot,0.2795153774464119,0.0,0.35638210624417527,0.0,24,0.4405405405405406,Saturday 17:30,3,2,False,True,0.32431331769924493,0.18246780344439498,False,1,96,0.5138159094093564,0.624,0.624,21925,15291,Consistent Gradual,0.525,0.69,D,1,1
EVE_LEI_2022-23,2022-23,15,2022-11-12,EVE,LEI,smaller_club,smaller_club,Goodison Park,39414,False,20,12,4,16,0.2825535880708295,Standard,0.2825535880708295,0.0,0.2706608663457979,0.0,24,0.4405405405405406,Saturday 12:30,4,1,False,False,0.06694719746424498,0.803462138679395,False,2,13,0.5188051419492128,0.728,0.728,36273,25619,Flat/Slow,0.47,0.574,A,2,1
BRE_NFO_2022-23,2022-23,15,2022-11-12,BRE,NFO,smaller_club,smaller_club,Gtech Community Stadium,17250,False,16,11,13,18,0.31597390493942223,European Spot,0.31597390493942223,0.0,0.2667382450944095,0.0,24,0.4405405405405406,Saturday 15:00,1,2,False,False,0.4478924549342449,0.4467436208342449,False,2,36,0.7183545152911203,0.621,0.621,13980,9487,Consistent Gradual,0.525,0.69,H,2,2
TOT_ARS_2022-23,2022-23,16,2022-11-19,TOT,ARS,big_six,big_six,Tottenham Hotspur Stadium,62850,True,6,2,28,34,0.4314213494069609,European Spot,0.4314213494069609,0.3718918918918919,0.0,0.25567567567567573,23,0.4648648648648649,Saturday 12:30,4,2,False,False,0.5736244624503785,0.4342392291305284,False,7,116,0.8013045196002764,1.0,1.1,63476,52165,Immediate Sellout,1.0,1.0,H,0,1
CHE_MUN_2022-23,2022-23,16,2022-11-19,CHE,MUN,big_six,big_six,Stamford Bridge,40834,False,1,4,36,33,0.4548318102274937,European Spot,0.4548318102274937,0.3718918918918919,0.0,0.0,23,0.4648648648648649,Saturday 12:30,4,2,False,False,0.5810130276305283,0.7678691875100283,False,6,149,0.8111800927666087,1.0,1.1,40423,32667,Immediate Sellout,1.0,1.0,H,0,0
LIV_AVL_2022-23,2022-23,16,2022-11-19,LIV,AVL,big_six,established_mid,Anfield,61276,False,5,8,29,24,0.4013221854948474,European Spot,0.4013221854948474,0.35064092664092666,0.0,0.25567567567567573,23,0.4648648648648649,Saturday 17:30,3,2,False,False,0.6788605990160284,0.7390526048688184,False,6,323,0.43141161233896985,1.0,1.066,64337,55148,Consistent Gradual,0.525,0.69,H,4,2
MCI_NEW_2022-23,2022-23,16,2022-11-19,MCI,NEW,big_six,established_mid,Etihad Stadium,53400,False,3,14,34,18,0.397977833949057,European Spot,0.397977833949057,0.3718918918918919,0.26331274131274135,0.0,23,0.4648648648648649,Saturday 17:30,3,1,False,True,0.6241095439744233,0.4727563049387734,False,6,253,0.731814752849954,1.0,1.1,53933,43788,Consistent Gradual,0.525,0.69,H,0,1
SOU_WHU_2022-23,2022-23,16,2022-11-19,SOU,WHU,smaller_club,established_mid,St. Mary's Stadium,32384,False,13,18,18,9,0.3143690453042971,European Spot,0.3143690453042971,0.0,0.3021621621621622,0.0,23,0.4648648648648649,Monday 20:00,2,2,False,False,0.7155736838003764,0.21001396533512146,False,2,112,0.8160762014333,0.588,0.588,26539,17811,Consistent Gradual,0.525,0.69,H,1,0
IPS_BHA_2022-23,2022-23,16,2022-11-19,IPS,BHA,smaller_club,established_mid,Portman Road,30000,False,17,7,11,25,0.3444682092164107,European Spot,0.3444682092164107,0.0,0.2935289575289576,0.25567567567567573,23,0.4648648648648649,Sunday 14:00,2,2,False,False,0.5611883684152714,0.7202000940002284,False,2,18,0.45434280628227064,0.674,0.674,25943,16500,Consistent Gradual,0.525,0.69,A,2,0
BOU_WOL_2022-23,2022-23,16,2022-11-19,BOU,WOL,smaller_club,established_mid,Vitality Stadium,11307,False,19,10,7,20,0.3143690453042971,European Spot,0.3143690453042971,0.0,0.2935289575289576,0.23741312741312745,23,0.4648648648648649,Saturday 15:00,1,2,False,False,0.2777274624110765,0.3259482311255764,False,1,195,0.7692431046519863,0.693,0.693,9354,5653,Consistent Gradual,0.525,0.69,H,2,2
LEI_FUL_2022-23,2022-23,16,2022-11-19,LEI,FUL,smaller_club,established_mid,King Power Stadium,32261,False,11,9,19,21,0.35784561539957227,European Spot,0.35784561539957227,0.0,0.0,0.24106563706563708,23,0.4648648648648649,Saturday 15:00,1,2,False,False,0.8624234970755764,0.10527212466487845,False,2,186,0.6918852083572609,0.767,0.767,29778,19356,Consistent Gradual,0.525,0.69,H,3,0
NFO_CPL_2022-23,2022-23,16,2022-11-19,NFO,CPL,smaller_club,established_mid,City Ground,30445,False,12,16,18,14,0.3310908030332491,European Spot,0.3310908030332491,0.0,0.2805791505791506,0.0,23,0.4648648648648649,Saturday 15:00,1,1,False,False,0.3127205345839714,0.37701932238947145,False,2,357,0.7715770001736331,0.778,0.778,27753,17658,Consistent Gradual,0.525,0.69,H,4,2
BRE_EVE_2022-23,2022-23,16,2022-11-19,BRE,EVE,smaller_club,smaller_club,Gtech Community Stadium,17250,False,15,20,16,4,0.3610227493680731,European Spot,0.2909585844837643,0.0,0.3610227493680731,0.0,23,0.4648648648648649,Saturday 15:00,1,1,False,False,0.6135247184539714,0.04686303822497148,False,2,255,0.5566838705405487,0.648,0.648,14398,9487,Consistent Gradual,0.525,0.69,D,0,0
ARS_CHE_2022-23,2022-23,17,2022-11-26,ARS,CHE,big_six,big_six,Emirates Stadium,60704,True,3,1,34,39,0.4707986181670392,European Spot,0.4707986181670392,0.39135135135135135,0.0,0.0,22,0.4891891891891892,Saturday 12:30,4,2,False,True,0.3039674603913699,0.7067091193413697,False,7,93,0.5738666744343053,1.0,1.1,63130,53419,Immediate Sellout,1.0,1.0,A,1,4
TOT_LIV_2022-23,2022-23,17,2022-11-26,TOT,LIV,big_six,big_six,Tottenham Hotspur Stadium,62850,False,6,5,31,32,0.43401747612273933,European Spot,0.43401747612273933,0.3855102864058088,0.0,0.2690540540540541,22,0.4891891891891892,Saturday 12:30,4,2,False,False,0.7015371237152649,0.7752024193112198,False,7,138,0.4528030086128677,1.0,1.1,63476,52165,Immediate Sellout,1.0,1.0,H,1,1
MUN_MCI_2022-23,2022-23,17,2022-11-26,MUN,MCI,big_six,big_six,Old Trafford,74310,True,4,2,33,37,0.4597642755537492,European Spot,0.4597642755537492,0.39135135135135135,0.0,0.0,22,0.4891891891891892,Sunday 16:30,3,2,False,False,0.5375084312570197,0.7368766807820963,False,7,421,0.8639300617408792,1.0,1.1,75793,63163,Immediate Sellout,1.0,1.0,H,3,1
AVL_SOU_2022-23,2022-23,17,2022-11-26,AVL,SOU,established_mid,smaller_club,Villa Park,42682,False,8,11,24,21,0.36781142044299936,European Spot,0.36781142044299936,0.0,0.0,0.2529911254538121,22,0.4891891891891892,Monday 20:00,2,2,False,False,0.5173368234081729,0.8009015786602636,False,2,292,0.4614467939980397,0.656,0.656,37671,26462,Consistent Gradual,0.525,0.69,H,2,1
NEW_IPS_2022-23,2022-23,17,2022-11-26,NEW,IPS,established_mid,smaller_club,St. James Park,52305,False,14,17,18,11,0.3876732371469213,European Spot,0.30896159317211946,0.0,0.3876732371469213,0.0,22,0.4891891891891892,Sunday 14:00,2,1,False,False,0.3309294134571414,0.39283185789069,False,2,361,0.7237952381900021,0.855,0.855,50729,36613,Consistent Gradual,0.525,0.69,A,2,2
WHU_BOU_2022-23,2022-23,17,2022-11-26,WHU,BOU,established_mid,smaller_club,London Stadium,62500,False,19,18,9,10,0.4126844137370453,European Spot,0.2721804511278196,0.0,0.4126844137370453,0.0,22,0.4891891891891892,Saturday 15:00,1,2,False,False,0.147009775734585,0.49440922368775353,False,2,354,0.5330644663701639,0.658,0.658,53509,36250,Consistent Gradual,0.525,0.69,D,2,2
BHA_LEI_2022-23,2022-23,17,2022-11-26,BHA,LEI,established_mid,smaller_club,Amex Stadium,31800,False,7,9,28,22,0.3862019914651494,European Spot,0.3862019914651494,0.0,0.0,0.2690540540540541,22,0.4891891891891892,Sunday 14:00,2,1,False,False,0.8041400658001598,0.9036964479529035,False,3,345,0.4521943713633365,0.777,0.777,28900,20670,Consistent Gradual,0.525,0.69,H,0,1
WOL_NFO_2022-23,2022-23,17,2022-11-26,WOL,NFO,established_mid,smaller_club,Molineux,32050,False,13,10,20,21,0.35309896362527937,European Spot,0.35309896362527937,0.0,0.0,0.24094392900363054,22,0.4891891891891892,Sunday 16:30,3,1,False,False,0.22816376178790349,0.51890437420878,False,2,67,0.8736861936957028,0.761,0.761,28996,19230,Consistent Gradual,0.525,0.69,D,3,3
FUL_BRE_2022-23,2022-23,17,2022-11-26,FUL,BRE,established_mid,smaller_club,Craven Cottage,29600,False,12,15,21,17,0.3420646210119894,European Spot,0.3420646210119894,0.0,0.28475191609519973,0.0,22,0.4891891891891892,Saturday 15:00,1,2,False,False,0.07369048726541491,0.5794673029177799,False,2,225,0.6473560476533158,0.64,0.64,24585,16280,Consistent Gradual,0.525,0.69,A,1,2
CPL_EVE_2022-23,2022-23,17,2022-11-26,CPL,EVE,established_mid,smaller_club,Selhurst Park,25486,False,16,20,14,5,0.3876732371469213,European Spot,0.0,0.0,0.3876732371469213,0.0,22,0.4891891891891892,Sunday 16:30,3,2,False,False,0.26391352567263,0.18280412675748003,False,2,187,0.7468000357086079,0.71,0.71,22603,15291,Consistent Gradual,0.525,0.69,H,2,1
LIV_ARS_2022-23,2022-23,18,2022-12-03,LIV,ARS,big_six,big_six,Anfield,61276,False,6,5,32,34,0.4407320706533305,European Spot,0.4407320706533305,0.41081081081081083,0.0,0.28243243243243243,21,0.5135135135135135,Sunday 16:30,3,4,False,False,0.5426416935178539,0.21277722227395893,False,8,95,0.551178476570964,1.0,1.1,64337,55148,Immediate Sellout,1.0,1.0,A,0,0
MCI_CHE_2022-23,2022-23,18,2022-12-03,MCI,CHE,big_six,big_six,Etihad Stadium,53400,False,2,1,37,42,0.4932964460523515,European Spot,0.4932964460523515,0.41081081081081083,0.0,0.0,21,0.5135135135135135,Saturday 12:30,4,2,False,True,0.5158136765474675,0.7946963835389588,False,7,130,0.8305215183224366,1.0,1.1,53933,43788,Immediate Sellout,1.0,1.0,A,2,1
SOU_TOT_2022-23,2022-23,18,2022-12-03,SOU,TOT,smaller_club,big_six,St. Mary's Stadium,32384,False,12,4,21,34,0.41081081081081083,European Spot,0.39625452223877417,0.41081081081081083,0.0,0.0,21,0.5135135135135135,Saturday 15:00,1,3,False,False,0.5606311050621845,0.7910759866006853,False,3,254,0.752472895837711,0.713,0.713,28623,17811,Early Surge,0.839,0.937,H,1,2
IPS_MUN_2022-23,2022-23,18,2022-12-03,IPS,MUN,smaller_club,big_six,Portman Road,30000,False,17,3,14,36,0.41081081081081083,European Spot,0.37603745477761225,0.41081081081081083,0.3181376689189189,0.0,21,0.5135135135135135,Sunday 16:30,3,4,False,False,0.5749823005234829,0.6762559018799138,False,3,148,0.8343966483233176,0.741,0.741,26983,16500,Early Surge,0.839,0.937,A,2,2
BOU_AVL_2022-23,2022-23,18,2022-12-03,BOU,AVL,smaller_club,established_mid,Vitality Stadium,11307,False,18,8,11,27,0.33378378378378376,European Spot,0.3275164928708236,0.0,0.33378378378378376,0.26478040540540543,21,0.5135135135135135,Saturday 15:00,1,3,False,False,0.49608645658142747,0.662135776385721,False,2,38,0.8315446361051082,0.649,0.649,9150,5653,Consistent Gradual,0.525,0.69,A,0,3
LEI_NEW_2022-23,2022-23,18,2022-12-03,LEI,NEW,smaller_club,established_mid,King Power Stadium,32261,False,10,15,22,18,0.3356033198552883,European Spot,0.3356033198552883,0.0,0.2972761824324324,0.24271537162162163,21,0.5135135135135135,Midweek Tue/Wed 20:00,2,2,False,False,0.6325875135670324,0.23165058941999894,False,3,142,0.6641520116650046,0.783,0.783,29673,19356,Consistent Gradual,0.525,0.69,D,0,0
NFO_WHU_2022-23,2022-23,18,2022-12-03,NFO,WHU,smaller_club,established_mid,City Ground,30445,False,9,19,22,10,0.32856841216216215,European Spot,0.0,0.0,0.32856841216216215,0.24271537162162163,21,0.5135135135135135,Saturday 17:30,3,2,False,False,0.5132330619461459,0.2529068430142095,False,3,345,0.8786485334543046,0.761,0.761,27676,17658,Consistent Gradual,0.525,0.69,H,1,2
BRE_BHA_2022-23,2022-23,18,2022-12-03,BRE,BHA,smaller_club,established_mid,Gtech Community Stadium,17250,False,14,7,20,31,0.38008086826984466,European Spot,0.38008086826984466,0.0,0.2868454391891892,0.28243243243243243,21,0.5135135135135135,Sunday 16:30,3,4,False,False,0.705627112042446,0.8628980460601119,False,3,411,0.8407927933767361,0.683,0.683,14520,9487,Consistent Gradual,0.525,0.69,H,2,0
EVE_WOL_2022-23,2022-23,18,2022-12-03,EVE,WOL,smaller_club,established_mid,Goodison Park,39414,False,20,11,5,21,0.30249155405405403,European Spot,0.0,0.0,0.30249155405405403,0.0,21,0.5135135135135135,Saturday 15:00,1,4,False,False,0.127962888730236,0.3097146332515324,False,2,133,0.6691950123888506,0.697,0.697,35708,25619,Consistent Gradual,0.525,0.69,D,3,3
CPL_FUL_2022-23,2022-23,18,2022-12-03,CPL,FUL,established_mid,established_mid,Selhurst Park,25486,False,16,13,17,21,0.3275164928708236,European Spot,0.3275164928708236,0.0,0.30249155405405403,0.0,21,0.5135135135135135,Saturday 15:00,1,2,False,True,0.484739467970841,0.051583341085790435,False,2,392,0.8238283289981785,0.714,0.714,22776,15291,Consistent Gradual,0.525,0.69,H,1,2
ARS_MCI_2022-23,2022-23,19,2022-12-10,ARS,MCI,big_six,big_six,Emirates Stadium,60704,True,3,4,37,37,0.46671878490060315,European Spot,0.46671878490060315,0.4302702702702703,0.0,0.0,20,0.5378378378378379,Sunday 16:30,3,3,False,False,0.4489440555917712,0.3610695735832272,False,8,426,0.47045480196338124,1.0,1.1,63130,53419,Immediate Sellout,1.0,1.0,H,0,0
LIV_SOU_2022-23,2022-23,19,2022-12-10,LIV,SOU,big_six,smaller_club,Anfield,61276,False,6,10,32,24,0.3950022153300843,European Spot,0.386709850346214,0.3950022153300843,0.0,0.29581081081081084,20,0.5378378378378379,Sunday 14:00,2,4,False,False,0.3798491854624977,0.6924417735435291,False,4,118,0.8618162163128298,0.797,0.797,62393,55148,Consistent Gradual,0.525,0.69,D,1,1
CHE_IPS_2022-23,2022-23,19,2022-12-10,CHE,IPS,big_six,smaller_club,Stamford Bridge,40834,False,1,17,45,14,0.4302702702702703,European Spot,0.0,0.4302702702702703,0.3324014178112539,0.0,20,0.5378378378378379,Saturday 15:00,1,4,False,True,0.856287468477271,0.402487610366438,False,3,141,0.57184553953051,0.77,0.77,38396,32667,Consistent Gradual,0.525,0.69,H,0,0
TOT_BOU_2022-23,2022-23,19,2022-12-10,TOT,BOU,big_six,smaller_club,Tottenham Hotspur Stadium,62850,False,5,18,34,11,0.4091094373061586,European Spot,0.0,0.4091094373061586,0.34959459459459463,0.0,20,0.5378378378378379,Saturday 15:00,1,2,False,True,0.5537531906204797,0.3472605196069992,False,3,363,0.7513017139762592,0.902,0.902,62288,52165,Consistent Gradual,0.525,0.69,H,0,0
MUN_LEI_2022-23,2022-23,19,2022-12-10,MUN,LEI,big_six,smaller_club,Old Trafford,74310,False,2,11,39,23,0.4302702702702703,European Spot,0.4133794951976771,0.4302702702702703,0.0,0.0,20,0.5378378378378379,Monday 20:00,2,3,False,False,0.7733791313159396,0.5928112594969226,False,4,46,0.6671037317451366,0.755,0.755,72552,63163,Consistent Gradual,0.525,0.69,D,3,3
AVL_NFO_2022-23,2022-23,19,2022-12-10,AVL,NFO,established_mid,smaller_club,Villa Park,42682,False,8,9,30,25,0.38226490953763687,European Spot,0.38226490953763687,0.0,0.0,0.2909614532565353,20,0.5378378378378379,Sunday 16:30,3,4,False,False,0.7634950434700046,0.6592631433623022,False,3,302,0.6247154755161757,0.671,0.671,37620,26462,Consistent Gradual,0.525,0.69,D,2,2
NEW_BRE_2022-23,2022-23,19,2022-12-10,NEW,BRE,established_mid,smaller_club,St. James Park,52305,False,16,12,19,23,0.3244806790261336,European Spot,0.3244806790261336,0.0,0.3037461231723527,0.0,20,0.5378378378378379,Saturday 15:00,1,2,False,False,0.31215541259399926,0.7939389784297122,False,3,385,0.8193653557074504,0.804,0.804,49897,36613,Consistent Gradual,0.525,0.69,H,0,2
WHU_EVE_2022-23,2022-23,19,2022-12-10,WHU,EVE,established_mid,smaller_club,London Stadium,62500,False,19,20,10,6,0.4344929640384186,European Spot,0.0,0.0,0.4344929640384186,0.0,20,0.5378378378378379,Monday 20:00,2,2,False,False,0.17703479010994666,0.23957402211116519,False,3,241,0.752206464372406,0.605,0.605,52595,36250,Consistent Gradual,0.525,0.69,D,1,1
BHA_CPL_2022-23,2022-23,19,2022-12-10,BHA,CPL,established_mid,established_mid,Amex Stadium,31800,True,7,15,31,20,0.3644851463033281,European Spot,0.3644851463033281,0.0,0.29801506424457247,0.29581081081081084,20,0.5378378378378379,Saturday 15:00,1,4,False,False,0.6040286322420783,0.6393176275795887,False,3,188,0.46713061323762195,0.967,0.967,30936,20670,Consistent Gradual,0.525,0.69,D,2,2
WOL_FUL_2022-23,2022-23,19,2022-12-10,WOL,FUL,established_mid,established_mid,Molineux,32050,False,13,14,22,21,0.32892561983471075,European Spot,0.32892561983471075,0.0,0.2922840053167923,0.0,20,0.5378378378378379,Saturday 15:00,1,2,False,False,0.3668002432760727,0.0361083387600533,False,2,285,0.4421034069718279,0.789,0.789,29423,19230,Consistent Gradual,0.525,0.69,D,3,3
SOU_ARS_2022-23,2022-23,20,2022-12-17,SOU,ARS,smaller_club,big_six,St. Mary's Stadium,32384,False,10,3,25,40,0.4497297297297298,European Spot,0.41062279670975327,0.4497297297297298,0.0,0.30918918918918925,19,0.5621621621621622,Midweek Tue/Wed 20:00,2,4,False,False,0.6347092414804704,0.6142608389142399,False,4,255,0.6760295726932757,0.677,0.677,28646,17811,Early Surge,0.839,0.937,A,1,2
IPS_MCI_2022-23,2022-23,20,2022-12-17,IPS,MCI,smaller_club,big_six,Portman Road,30000,False,17,5,14,37,0.4497297297297298,European Spot,0.0,0.4497297297297298,0.34650512581547066,0.0,19,0.5621621621621622,Monday 20:00,2,4,False,False,0.2817413272565066,0.25274870150825907,False,4,139,0.43268880857851066,0.631,0.631,25262,16500,Early Surge,0.839,0.937,H,0,2
BOU_LIV_2022-23,2022-23,20,2022-12-17,BOU,LIV,smaller_club,big_six,Vitality Stadium,11307,False,18,6,11,33,0.4187138863000932,European Spot,0.0,0.4187138863000932,0.36540540540540545,0.30918918918918925,19,0.5621621621621622,Midweek Tue/Wed 20:00,2,4,False,False,0.24308236372489944,0.41589442982374836,False,4,162,0.7490801284006126,0.734,0.734,9510,5653,Early Surge,0.839,0.937,H,1,0
LEI_CHE_2022-23,2022-23,20,2022-12-17,LEI,CHE,smaller_club,big_six,King Power Stadium,32261,False,11,1,24,48,0.4497297297297298,European Spot,0.44484136310223266,0.4497297297297298,0.0,0.0,19,0.5621621621621622,Saturday 17:30,3,2,False,False,0.5649678816478458,0.8994012279340897,False,4,204,0.8764699727542842,0.932,0.932,31793,19356,Early Surge,0.839,0.937,D,1,1
NFO_TOT_2022-23,2022-23,20,2022-12-17,NFO,TOT,smaller_club,big_six,City Ground,30445,False,9,4,26,37,0.4497297297297298,European Spot,0.40084606345475915,0.4497297297297298,0.0,0.30918918918918925,19,0.5621621621621622,Saturday 15:00,1,4,False,False,0.6114842003536115,0.6876272334343357,False,4,199,0.6051459006942255,0.775,0.775,27702,17658,Early Surge,0.839,0.937,D,2,2
BRE_MUN_2022-23,2022-23,20,2022-12-17,BRE,MUN,smaller_club,big_six,Gtech Community Stadium,17250,False,13,2,23,40,0.4497297297297298,European Spot,0.40084606345475915,0.4497297297297298,0.0,0.0,19,0.5621621621621622,Saturday 17:30,3,3,False,False,0.5557572849007985,0.6913653919211578,False,4,261,0.8169213584428688,0.824,0.824,15603,9487,Early Surge,0.839,0.937,A,0,1
EVE_AVL_2022-23,2022-23,20,2022-12-17,EVE,AVL,smaller_club,established_mid,Goodison Park,39414,False,20,8,7,31,0.34020503261882573,European Spot,0.0,0.0,0.34020503261882573,0.30385834109972043,19,0.5621621621621622,Saturday 15:00,1,4,False,False,0.3177018154778156,0.6844465304290033,False,3,130,0.801424202208859,0.697,0.697,35879,25619,Consistent Gradual,0.525,0.69,D,3,3
CPL_NEW_2022-23,2022-23,20,2022-12-17,CPL,NEW,established_mid,established_mid,Selhurst Park,25486,False,16,15,21,22,0.3905804935370153,European Spot,0.30307873090481785,0.0,0.3905804935370153,0.0,19,0.5621621621621622,Sunday 14:00,2,4,False,True,0.597522339305712,0.5185087888157994,False,3,133,0.5789989884672355,0.635,0.635,21980,15291,Consistent Gradual,0.525,0.69,A,2,3
FUL_WHU_2022-23,2022-23,20,2022-12-17,FUL,WHU,established_mid,established_mid,Craven Cottage,29600,False,14,19,22,11,0.43213160987074034,European Spot,0.0,0.0,0.43213160987074034,0.0,19,0.5621621621621622,Saturday 12:30,4,3,False,False,0.17527583713203732,0.27392435307696267,False,3,393,0.8235604653733112,0.768,0.768,26083,16280,Consistent Gradual,0.525,0.69,D,0,0
WOL_BHA_2022-23,2022-23,20,2022-12-17,WOL,BHA,established_mid,established_mid,Molineux,32050,False,12,7,23,32,0.3617391304347827,European Spot,0.3617391304347827,0.0,0.0,0.30918918918918925,19,0.5621621621621622,Sunday 16:30,3,2,False,False,0.40676017029325084,0.5728200425694547,False,3,242,0.7804212892607933,0.852,0.852,30451,19230,Consistent Gradual,0.525,0.69,D,0,0
ARS_IPS_2022-23,2022-23,21,2022-12-24,ARS,IPS,big_six,smaller_club,Emirates Stadium,60704,False,3,17,43,17,0.4691891891891892,European Spot,0.0,0.4691891891891892,0.3604226044226045,0.0,18,0.5864864864864865,Saturday 15:00,1,2,False,True,0.7299825872399679,0.49721892907955456,False,4,149,0.40293550166568926,0.931,0.931,62399,53419,Consistent Gradual,0.525,0.69,H,3,1
SOU_BOU_2022-23,2022-23,21,2022-12-24,SOU,BOU,smaller_club,smaller_club,St. Mary's Stadium,32384,True,11,18,25,14,0.3812162162162162,European Spot,0.0,0.0,0.3812162162162162,0.0,18,0.5864864864864865,Saturday 15:00,1,3,False,False,0.44429646903632924,0.4701576546074296,False,0,342,0.5997546245610539,0.667,0.667,28472,17811,Consistent Gradual,0.525,0.69,H,1,2
MCI_LEI_2022-23,2022-23,21,2022-12-24,MCI,LEI,big_six,smaller_club,Etihad Stadium,53400,False,5,10,37,25,0.4606584766584767,European Spot,0.39278452764691296,0.4606584766584767,0.0,0.3225675675675676,18,0.5864864864864865,Saturday 12:30,4,2,False,False,0.17692409105578133,0.545477517153492,False,5,24,0.527958020913923,0.955,0.955,53676,43788,Consistent Gradual,0.525,0.69,H,2,2
LIV_NFO_2022-23,2022-23,21,2022-12-24,LIV,NFO,big_six,smaller_club,Anfield,61276,False,6,9,33,27,0.4265356265356266,European Spot,0.3820233077113811,0.4265356265356266,0.0,0.3225675675675676,18,0.5864864864864865,Saturday 15:00,1,2,False,False,0.29112610087662383,0.578038940247528,False,5,51,0.7175306491953338,0.895,0.895,63397,55148,Consistent Gradual,0.525,0.69,H,0,1
CHE_BRE_2022-23,2022-23,21,2022-12-24,CHE,BRE,big_six,smaller_club,Stamford Bridge,40834,False,1,15,49,23,0.4691891891891892,European Spot,0.4465906273245723,0.4691891891891892,0.3188353808353809,0.0,18,0.5864864864864865,Saturday 17:30,3,4,False,True,0.7795808595538628,0.3890300994305589,False,4,272,0.8658239480803456,0.785,0.785,38739,32667,Consistent Gradual,0.525,0.69,H,1,0
TOT_EVE_2022-23,2022-23,21,2022-12-24,TOT,EVE,big_six,smaller_club,Tottenham Hotspur Stadium,62850,False,4,20,38,8,0.4691891891891892,European Spot,0.0,0.4691891891891892,0.3396289926289926,0.0,18,0.5864864864864865,Saturday 15:00,1,3,False,False,0.631339063404035,0.3723912708344709,False,4,22,0.688103333298218,0.804,0.804,61199,52165,Consistent Gradual,0.525,0.69,H,2,0
MUN_CPL_2022-23,2022-23,21,2022-12-24,MUN,CPL,big_six,established_mid,Old Trafford,74310,False,2,16,43,21,0.4691891891891892,European Spot,0.0,0.4691891891891892,0.3326977886977887,0.0,18,0.5864864864864865,Saturday 15:00,1,4,False,False,0.7839557743448105,0.41826563751399837,False,4,196,0.4929068501929978,0.893,0.893,74566,63163,Consistent Gradual,0.525,0.69,D,1,1
AVL_FUL_2022-23,2022-23,21,2022-12-24,AVL,FUL,established_mid,established_mid,Villa Park,42682,False,8,14,32,23,0.3551202578725514,European Spot,0.3551202578725514,0.0,0.3188353808353809,0.31670270270270273,18,0.5864864864864865,Sunday 14:00,2,4,False,False,0.6291125713003023,0.2726930859924261,False,3,183,0.6982030483117148,0.74,0.74,39124,26462,Consistent Gradual,0.525,0.69,H,0,2
NEW_WOL_2022-23,2022-23,21,2022-12-24,NEW,WOL,established_mid,established_mid,St. James Park,52305,False,12,13,25,24,0.3228365980659559,European Spot,0.3228365980659559,0.0,0.0,0.0,18,0.5864864864864865,Sunday 16:30,3,2,False,False,0.6629561521710596,0.43473211920527555,False,3,289,0.7510062676268587,1.0,1.013,52628,36613,Consistent Gradual,0.525,0.69,A,1,0
WHU_BHA_2022-23,2022-23,21,2022-12-24,WHU,BHA,established_mid,established_mid,London Stadium,62500,False,19,7,12,33,0.3673538083538084,European Spot,0.0,0.0,0.3673538083538084,0.3225675675675676,18,0.5864864864864865,Sunday 14:00,2,2,False,False,0.34174704715387383,0.5509740297986183,False,4,310,0.5775110966279244,0.783,0.783,56815,36250,Consistent Gradual,0.525,0.69,A,2,1
